,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeELORating,AwayELORating,EloGap,HomePossession,AwayPossession,year,month,HomeAttackingRating,HomeMidfieldRating,HomeDefenceRating,HomeOverallRating,AwayAttackingRating,AwayMidfieldRating,AwayDefenceRating,AwayOverallRating,HOMEATTACKVSAWAYDEFENCE,AWAYATTACKVSHOMEDEFENCE,HOMERATINGSVSAWAYRATINGS,HOMEMIDFIELDVSAWAYMIDFIELD
273,273,273,273,273,273,273,273,24/02/2018,Leicester,Stoke,1,1,D,0,1,A,19,6,9,2,10,16,13,1,1,3,0,0,1731.99475098,1629.87524414,102.11950684,65,35,2018,2,79,81,76,78,79,76,76,77,3,3,1,5
274,274,274,274,274,274,274,274,24/02/2018,Liverpool,West Ham,4,1,H,1,0,H,21,7,12,4,7,7,8,2,0,2,0,0,1912.05175781,1670.47924805,241.57250976,67,33,2018,2,84,81,79,81,80,78,75,79,9,1,2,3
275,275,275,275,275,275,275,275,24/02/2018,Watford,Everton,1,0,H,0,0,D,13,7,5,2,10,9,6,5,3,1,0,0,1639.59191895,1700.80480957,-61.212890620000046,53,47,2018,2,77,78,75,77,77,81,77,80,0,2,-3,-3
276,276,276,276,276,276,276,276,24/02/2018,West Brom,Huddersfield,1,2,A,0,0,D,10,16,3,7,11,9,6,3,1,1,0,0,1623.62597656,1558.10327148,65.52270507999992,53,47,2018,2,78,77,77,77,75,73,73,73,5,-2,4,4
277,277,277,277,277,277,277,277,25/02/2018,Crystal Palace,Tottenham,0,1,A,0,0,D,5,14,3,4,12,5,2,13,0,1,0,0,1656.01123047,1936.4152832000002,-280.4040527300001,25,75,2018,2,81,76,76,76,85,83,82,83,-1,9,-7,-7
278,278,278,278,278,278,278,278,25/02/2018,Man United,Chelsea,2,1,H,1,1,D,10,14,5,7,13,12,3,4,2,2,0,0,1896.30749512,1876.20300293,20.1044921900002,44,56,2018,2,86,84,81,84,85,85,82,84,4,4,0,-1
279,279,279,279,279,279,279,279,01/03/2018,Arsenal,Man City,0,3,A,0,3,A,10,9,5,5,11,11,6,1,1,1,0,0,1828.71264648,1983.53637695,-154.82373046999987,46,54,2018,3,86,82,81,83,84,87,83,84,3,3,-1,-5
280,280,280,280,280,280,280,280,03/03/2018,Burnley,Everton,2,1,H,0,1,A,21,10,8,4,9,12,10,4,1,1,0,1,1680.23608398,1692.80578613,-12.569702149999786,53,47,2018,3,76,76,78,77,80,80,78,79,-2,2,-2,-4
281,281,281,281,281,281,281,281,03/03/2018,Leicester,Bournemouth,1,1,D,0,1,A,23,8,4,3,11,7,13,1,2,1,0,0,1727.63305664,1676.14038086,51.49267577999989,56,44,2018,3,79,80,76,78,77,75,76,76,3,1,2,5
282,282,282,282,282,282,282,282,03/03/2018,Liverpool,Newcastle,2,0,H,1,0,H,14,7,3,2,7,9,8,3,0,0,0,0,1915.40930176,1643.81994629,271.5893554700001,71,29,2018,3,85,81,79,81,76,75,75,75,10,-3,6,6
283,283,283,283,283,283,283,283,03/03/2018,Southampton,Stoke,0,0,D,0,0,D,18,12,6,3,8,13,15,4,0,1,0,0,1669.82470703,1634.23706055,35.58764647999988,64,36,2018,3,77,77,76,77,79,76,76,77,1,3,0,1
284,284,284,284,284,284,284,284,03/03/2018,Swansea,West Ham,4,1,H,2,0,H,9,7,8,2,9,14,4,5,0,3,0,0,1649.39941406,1667.12158203,-17.72216796999987,46,54,2018,3,77,74,75,76,79,78,77,78,0,4,-2,-4
285,285,285,285,285,285,285,285,03/03/2018,Tottenham,Huddersfield,2,0,H,1,0,H,15,3,7,3,6,8,8,1,1,1,0,0,1939.46264648,1569.57446289,369.88818359000015,74,26,2018,3,85,84,82,83,75,72,73,74,12,-7,9,12
286,286,286,286,286,286,286,286,03/03/2018,Watford,West Brom,1,0,H,0,0,D,15,9,4,2,11,12,4,6,2,0,0,0,1647.59094238,1612.15466309,35.4362792899999,53,47,2018,3,78,77,76,77,78,77,77,77,1,2,0,0
287,287,287,287,287,287,287,287,04/03/2018,Brighton,Arsenal,2,1,H,2,1,H,13,15,6,7,13,12,6,11,3,3,0,0,1633.34472656,1819.48937988,-186.14465331999986,33,67,2018,3,74,76,74,75,86,82,81,83,-7,12,-8,-6
288,288,288,288,288,288,288,288,04/03/2018,Man City,Chelsea,1,0,H,0,0,D,13,3,3,0,8,9,5,2,2,1,0,0,1992.75976562,1870.05615234,122.70361328000013,71,29,2018,3,84,87,83,84,84,86,82,83,2,1,1,1
289,289,289,289,289,289,289,289,05/03/2018,Crystal Palace,Man United,2,3,A,1,0,H,10,17,4,8,10,8,3,7,1,3,0,0,1652.96386719,1902.4543457000002,-249.49047851000026,32,68,2018,3,80,77,74,76,86,84,81,83,-1,12,-7,-7
290,290,290,290,290,290,290,290,10/03/2018,Chelsea,Crystal Palace,2,1,H,2,0,H,27,9,11,2,8,9,12,3,1,2,0,0,1864.01342773,1646.93725586,217.07617187,62,38,2018,3,84,86,82,83,80,77,74,76,10,-2,7,9
291,291,291,291,291,291,291,291,10/03/2018,Everton,Brighton,2,0,H,0,0,D,13,10,3,4,10,14,10,3,0,1,0,1,1683.54211426,1642.45471191,41.08740235000005,59,41,2018,3,80,80,78,79,74,76,74,75,6,-4,4,4
292,292,292,292,292,292,292,292,10/03/2018,Huddersfield,Swansea,0,0,D,0,0,D,30,0,4,0,9,9,12,0,2,3,0,1,1565.86169434,1659.06713867,-93.20544433000008,81,19,2018,3,75,72,73,74,77,74,75,76,0,4,-2,-2
293,293,293,293,293,293,293,293,10/03/2018,Man United,Liverpool,2,1,H,2,0,H,5,14,2,2,10,16,1,13,2,1,0,0,1903.89685059,1914.3260498,-10.42919920999998,33,67,2018,3,86,84,81,83,85,81,79,81,7,4,2,3
294,294,294,294,294,294,294,294,10/03/2018,Newcastle,Southampton,3,0,H,2,0,H,7,6,5,2,10,10,2,6,0,2,0,0,1639.08557129,1664.94104004,-25.85546875,38,62,2018,3,76,75,75,75,77,77,76,77,0,2,-2,-2
295,295,295,295,295,295,295,295,10/03/2018,West Brom,Leicester,1,4,A,1,1,D,6,14,2,6,6,7,7,6,1,3,0,0,1603.99230957,1722.32763672,-118.33532715,44,56,2018,3,78,77,77,77,79,80,76,78,2,2,-1,-3
296,296,296,296,296,296,296,296,10/03/2018,West Ham,Burnley,0,3,A,0,0,D,13,7,4,4,13,7,5,1,2,2,0,0,1652.86987305,1684.91577148,-32.04589843000008,51,49,2018,3,79,78,77,78,76,76,78,77,1,-1,1,2
297,297,297,297,297,297,297,297,11/03/2018,Arsenal,Watford,3,0,H,1,0,H,11,11,7,4,12,9,4,9,2,1,0,0,1816.09265137,1651.16931152,164.92333985000005,59,41,2018,3,86,82,81,83,78,77,76,77,10,-3,6,5
298,298,298,298,298,298,298,298,11/03/2018,Bournemouth,Tottenham,1,4,A,1,1,D,14,12,3,8,10,7,4,5,1,1,0,0,1676.86169434,1923.64025879,-246.77856445,37,63,2018,3,77,75,76,76,85,84,82,83,-5,9,-7,-9
299,299,299,299,299,299,299,299,12/03/2018,Stoke,Man City,0,2,A,0,1,A,3,17,0,6,6,8,3,10,1,0,0,0,1634.53674316,1993.00012207,-358.46337891000013,24,76,2018,3,79,76,76,77,84,87,83,84,-4,8,-7,-11
300,300,300,300,300,300,300,300,17/03/2018,Bournemouth,West Brom,2,1,H,0,0,D,17,11,5,6,6,9,3,2,1,2,0,0,1664.03259277,1586.05419922,77.97839354999995,59,41,2018,3,77,75,76,76,78,77,77,77,0,2,-1,-2
301,301,301,301,301,301,301,301,17/03/2018,Huddersfield,Crystal Palace,0,2,A,0,1,A,6,17,2,6,11,12,4,7,3,2,0,0,1560.30444336,1637.89257812,-77.58813476,56,44,2018,3,75,72,73,74,80,77,74,76,1,7,-2,-5
302,302,302,302,302,302,302,302,17/03/2018,Liverpool,Watford,5,0,H,2,0,H,13,4,10,1,5,4,6,1,1,0,0,0,1900.92272949,1639.26623535,261.65649413999995,57,43,2018,3,85,81,79,81,78,77,76,77,9,-1,4,4
303,303,303,303,303,303,303,303,17/03/2018,Stoke,Everton,1,2,A,0,0,D,9,17,4,9,13,12,1,9,1,1,1,0,1625.11474609,1685.00744629,-59.892700200000036,43,57,2018,3,79,76,76,77,80,80,78,79,1,4,-2,-4
304,304,304,304,304,304,304,304,31/03/2018,Brighton,Leicester,0,2,A,0,0,D,15,6,3,4,11,13,6,1,2,4,0,1,1627.72009277,1726.99645996,-99.27636718999996,47,53,2018,3,74,76,74,75,79,80,76,78,-2,5,-3,-4
305,305,305,305,305,305,305,305,31/03/2018,Crystal Palace,Liverpool,1,2,A,1,0,H,6,16,3,6,6,8,4,6,2,2,0,0,1648.5111084,1904.96777344,-256.45666504,33,67,2018,3,80,77,74,76,85,81,79,81,1,11,-5,-4
306,306,306,306,306,306,306,306,31/03/2018,Everton,Man City,1,3,A,0,3,A,6,18,2,4,10,8,2,11,0,0,0,0,1692.83544922,1989.1529540999998,-296.3175048799997,18,82,2018,3,80,80,78,79,84,87,83,84,-3,6,-5,-7
307,307,307,307,307,307,307,307,31/03/2018,Man United,Swansea,2,0,H,2,0,H,11,3,5,2,5,13,3,3,0,0,0,0,1886.16784668,1651.35510254,234.81274413999995,66,34,2018,3,86,84,81,83,77,74,75,76,11,-4,7,10
308,308,308,308,308,308,308,308,31/03/2018,Newcastle,Huddersfield,1,0,H,0,0,D,18,4,3,0,9,10,3,3,1,4,0,0,1645.07080078,1549.68591309,95.38488768999993,62,38,2018,3,76,75,75,75,75,72,73,74,3,0,1,3
309,309,309,309,309,309,309,309,31/03/2018,Watford,Bournemouth,2,2,D,1,1,D,16,13,5,6,16,6,7,4,4,0,0,0,1635.22119141,1668.91601562,-33.69482420999998,50,50,2018,3,78,77,76,77,77,75,76,76,2,1,1,2
310,310,310,310,310,310,310,310,31/03/2018,West Brom,Burnley,1,2,A,0,1,A,8,11,3,4,12,9,1,6,1,3,0,0,1581.17089844,1693.4128417999998,-112.2419433599998,48,52,2018,3,78,77,77,77,76,76,78,77,0,-1,0,1
311,311,311,311,311,311,311,311,31/03/2018,West Ham,Southampton,3,0,H,3,0,H,13,9,5,0,9,16,5,9,0,3,0,0,1631.10339355,1645.68652344,-14.58312989000001,50,50,2018,3,79,78,77,78,77,77,76,77,3,0,1,1
312,312,312,312,312,312,312,312,01/04/2018,Arsenal,Stoke,3,0,H,0,0,D,24,8,11,2,9,13,6,5,1,2,0,0,1818.13635254,1617.28674316,200.84960938,71,29,2018,4,85,82,81,82,77,76,76,77,9,-4,5,6
313,313,313,313,313,313,313,313,01/04/2018,Chelsea,Tottenham,1,3,A,1,1,D,14,12,4,7,4,11,5,5,0,1,0,0,1853.55212402,1923.20019531,-69.64807128999996,48,53,2018,4,84,86,82,83,85,83,82,83,2,3,0,3
314,314,314,314,314,314,314,314,07/04/2018,Bournemouth,Crystal Palace,2,2,D,0,0,D,20,13,5,6,8,9,11,3,2,2,0,0,1673.06335449,1648.69885254,24.364501949999976,51,49,2018,4,77,75,76,76,79,76,74,76,3,3,0,-1
315,315,315,315,315,315,315,315,07/04/2018,Brighton,Huddersfield,1,1,D,1,1,D,13,14,4,5,13,7,5,3,1,0,1,0,1621.46948242,1548.66870117,72.80078125,42,58,2018,4,74,76,74,75,75,73,73,73,1,1,2,3
316,316,316,316,316,316,316,316,07/04/2018,Everton,Liverpool,0,0,D,0,0,D,6,10,1,3,12,7,3,2,0,0,0,0,1692.56176758,1929.28918457,-236.72741699000017,40,60,2018,4,80,79,79,79,85,81,80,81,0,6,-2,-2
317,317,317,317,317,317,317,317,07/04/2018,Leicester,Newcastle,1,2,A,0,1,A,8,8,1,4,7,14,7,5,1,3,0,0,1740.32165527,1653.16271973,87.15893554000013,65,35,2018,4,82,79,76,78,76,75,76,75,6,0,3,4
318,318,318,318,318,318,318,318,07/04/2018,Man City,Man United,2,3,A,2,0,H,20,5,6,4,17,9,8,4,6,3,0,0,1979.06689453,1892.90014648,86.1667480499998,65,35,2018,4,85,87,83,84,86,84,81,83,4,3,1,3
319,319,319,319,319,319,319,319,07/04/2018,Stoke,Tottenham,1,2,A,0,0,D,10,15,4,4,19,8,6,3,4,3,0,0,1616.33764648,1937.37939453,-321.0417480499998,34,66,2018,4,77,76,76,77,85,83,82,83,-5,9,-6,-7
320,320,320,320,320,320,320,320,07/04/2018,Watford,Burnley,1,2,A,0,0,D,14,7,5,4,18,12,11,1,2,2,0,0,1638.14855957,1703.77282715,-65.62426757999992,60,40,2018,4,78,77,76,77,76,77,78,77,0,0,0,0
321,321,321,321,321,321,321,321,07/04/2018,West Brom,Swansea,1,1,D,0,0,D,15,7,3,1,15,5,5,1,3,2,0,0,1577.88562012,1651.69750977,-73.81188964999978,52,48,2018,4,78,75,76,77,77,74,74,75,4,1,2,1
322,322,322,322,322,322,322,322,08/04/2018,Arsenal,Southampton,3,2,H,2,1,H,13,15,7,8,11,7,8,6,2,1,1,1,1837.20678711,1637.29626465,199.91052246000004,65,35,2018,4,85,82,81,82,77,77,75,76,10,-4,6,5
323,323,323,323,323,323,323,323,08/04/2018,Chelsea,West Ham,1,1,D,1,0,H,23,5,6,2,7,11,10,6,0,1,0,0,1846.44763184,1646.56848145,199.87915038999995,60,40,2018,4,84,86,82,83,77,77,74,77,10,-5,6,9
324,324,324,324,324,324,324,324,14/04/2018,Burnley,Leicester,2,1,H,2,0,H,8,15,3,6,9,10,4,8,2,1,0,0,1711.86035156,1729.07385254,-17.213500979999935,42,58,2018,4,76,77,78,77,82,79,76,78,0,4,-1,-2
325,325,325,325,325,325,325,325,14/04/2018,Crystal Palace,Brighton,3,2,H,3,2,H,15,12,8,3,12,16,5,6,3,2,0,0,1651.18078613,1618.28173828,32.89904784999999,50,50,2018,4,79,76,74,76,74,76,74,75,5,0,1,0
326,326,326,326,326,326,326,326,14/04/2018,Huddersfield,Watford,1,0,H,0,0,D,9,4,1,2,9,8,9,6,2,2,0,0,1552.43017578,1630.63476562,-78.20458984000015,50,50,2018,4,75,73,73,73,78,77,76,77,-1,5,-4,-4
327,327,327,327,327,327,327,327,14/04/2018,Liverpool,Bournemouth,3,0,H,1,0,H,20,6,7,1,9,9,7,5,1,1,0,0,1934.20568848,1671.1550293,263.0506591799999,62,38,2018,4,85,81,80,81,77,75,76,76,9,-3,5,6
328,328,328,328,328,328,328,328,14/04/2018,Southampton,Chelsea,2,3,A,1,0,H,10,17,7,5,13,14,4,7,5,3,0,0,1634.95874023,1840.48303223,-205.52429199999986,43,57,2018,4,77,77,75,76,84,86,82,83,-5,9,-7,-9
329,329,329,329,329,329,329,329,14/04/2018,Swansea,Everton,1,1,D,0,1,A,17,12,7,3,10,11,6,3,1,1,0,0,1651.39074707,1697.68969727,-46.29895019999981,50,50,2018,4,77,74,74,75,80,79,79,79,-2,6,-4,-5
330,330,330,330,330,330,330,330,14/04/2018,Tottenham,Man City,1,3,A,1,2,A,8,17,3,6,11,12,5,7,3,4,0,0,1940.08410645,1958.37097168,-18.28686522999988,48,52,2018,4,85,83,82,83,85,87,83,84,2,3,-1,-4
331,331,331,331,331,331,331,331,15/04/2018,Man United,West Brom,0,1,A,0,0,D,14,10,4,4,8,13,4,4,1,1,0,0,1904.69909668,1578.76611328,325.9329834,70,30,2018,4,86,84,81,83,78,75,76,77,10,-3,6,9
332,332,332,332,332,332,332,332,15/04/2018,Newcastle,Arsenal,2,1,H,1,1,D,8,15,4,3,11,9,2,5,1,0,0,0,1664.98425293,1841.01757812,-176.03332519000008,28,72,2018,4,76,75,76,75,85,82,81,82,-5,9,-7,-7
333,333,333,333,333,333,333,333,16/04/2018,West Ham,Stoke,1,1,D,0,0,D,18,11,6,7,15,21,10,1,2,3,0,0,1653.10681152,1614.20666504,38.9001464800001,62,38,2018,4,77,77,74,77,77,76,76,77,1,3,0,1
334,334,334,334,334,334,334,334,17/04/2018,Brighton,Tottenham,1,1,D,0,0,D,8,16,5,6,6,5,3,4,1,0,0,0,1612.34082031,1927.58288574,-315.2420654299999,36,64,2018,4,74,76,74,75,85,83,82,83,-8,11,-8,-7
335,335,335,335,335,335,335,335,18/04/2018,Bournemouth,Man United,0,2,A,0,1,A,13,13,2,4,9,8,8,5,3,1,0,0,1668.11645508,1888.56225586,-220.44580078000013,45,55,2018,4,77,75,76,76,86,84,81,83,-4,10,-7,-9
336,336,336,336,336,336,336,336,19/04/2018,Burnley,Chelsea,1,2,A,0,1,A,5,16,2,5,9,11,3,2,1,0,0,0,1718.87695312,1844.94177246,-126.06481934,40,60,2018,4,76,77,78,77,84,86,82,83,-6,6,-6,-9
337,337,337,337,337,337,337,337,19/04/2018,Leicester,Southampton,0,0,D,0,0,D,11,6,3,2,10,10,11,3,0,0,0,0,1722.05737305,1630.5,91.55737305000002,54,46,2018,4,82,79,76,78,77,77,75,76,7,1,2,2
338,338,338,338,338,338,338,338,21/04/2018,Watford,Crystal Palace,0,0,D,0,0,D,14,6,4,1,17,13,4,3,3,5,0,0,1621.9329834,1657.12182617,-35.188842770000065,52,48,2018,4,78,77,76,77,79,76,74,76,4,3,1,1
339,339,339,339,339,339,339,339,21/04/2018,West Brom,Liverpool,2,2,D,0,1,A,13,9,6,3,12,5,7,4,0,1,0,0,1594.9029541,1937.2442627,-342.3413086000001,38,62,2018,4,78,75,76,77,85,81,80,81,-2,9,-4,-6
340,340,340,340,340,340,340,340,22/04/2018,Arsenal,West Ham,4,1,H,0,0,D,20,11,8,4,11,9,8,6,3,2,0,0,1829.92150879,1650.41577148,179.50573730999992,67,33,2018,4,85,82,81,82,77,77,74,77,11,-4,5,5
341,341,341,341,341,341,341,341,22/04/2018,Man City,Swansea,5,0,H,2,0,H,19,4,12,1,6,8,5,1,0,1,0,0,1970.87219238,1651.0769043,319.7952880799998,83,17,2018,4,85,87,83,84,77,74,74,75,11,-6,9,13
342,342,342,342,342,342,342,342,22/04/2018,Stoke,Burnley,1,1,D,1,0,H,8,16,3,7,15,5,3,8,2,1,0,0,1616.89770508,1712.5012207000002,-95.60351562000028,44,56,2018,4,77,76,76,77,76,77,78,77,-1,0,0,-1
343,343,343,343,343,343,343,343,23/04/2018,Everton,Newcastle,1,0,H,0,0,D,9,9,1,2,10,11,4,6,2,1,0,0,1698.00354004,1676.08032227,21.923217770000075,57,43,2018,4,80,79,79,79,76,75,76,75,4,-3,4,4
344,344,344,344,344,344,344,344,28/04/2018,Burnley,Brighton,0,0,D,0,0,D,10,9,4,1,5,17,3,4,0,2,0,0,1713.71374512,1621.04064941,92.6730957100001,45,55,2018,4,76,77,78,77,74,76,74,75,2,-4,2,1
345,345,345,345,345,345,345,345,28/04/2018,Crystal Palace,Leicester,5,0,H,2,0,H,15,6,9,1,11,9,8,2,1,1,0,1,1660.07946777,1720.41369629,-60.3342285199999,51,49,2018,4,79,76,74,76,82,79,76,78,3,8,-2,-3
346,346,346,346,346,346,346,346,28/04/2018,Huddersfield,Everton,0,2,A,0,1,A,9,7,2,5,9,8,4,3,1,0,0,0,1563.51635742,1706.47399902,-142.9576416,54,46,2018,4,75,73,73,73,80,79,79,79,-4,7,-6,-6
347,347,347,347,347,347,347,347,28/04/2018,Liverpool,Stoke,0,0,D,0,0,D,20,5,2,1,7,14,9,2,1,2,0,0,1942.36901855,1620.45410156,321.91491698999994,71,29,2018,4,85,81,80,81,77,76,76,77,9,-3,4,5
348,348,348,348,348,348,348,348,28/04/2018,Newcastle,West Brom,0,1,A,0,1,A,17,9,2,2,8,13,5,1,1,3,0,0,1672.37878418,1604.07409668,68.3046875,61,39,2018,4,76,75,76,75,78,75,76,77,0,2,-2,0
349,349,349,349,349,349,349,349,28/04/2018,Southampton,Bournemouth,2,1,H,1,1,D,14,14,6,7,12,11,5,8,5,1,0,0,1636.91235352,1664.66833496,-27.755981440000138,40,60,2018,4,77,77,75,76,77,75,76,76,1,2,0,2
350,350,350,350,350,350,350,350,28/04/2018,Swansea,Chelsea,0,1,A,0,1,A,10,11,3,3,13,9,1,2,1,1,0,0,1650.43530273,1853.7019042999998,-203.2666015699997,51,49,2018,4,77,74,74,75,84,86,82,83,-5,10,-8,-12
351,351,351,351,351,351,351,351,29/04/2018,Man United,Arsenal,2,1,H,1,0,H,17,8,3,3,12,7,9,0,0,1,0,0,1896.7791748,1835.11206055,61.66711424999993,60,40,2018,4,86,84,81,83,85,82,81,82,5,4,1,2
352,352,352,352,352,352,352,352,29/04/2018,West Ham,Man City,1,4,A,1,2,A,4,19,1,7,5,11,0,7,0,1,0,0,1647.91540527,1976.28259277,-328.3671875,26,74,2018,4,77,77,74,77,85,87,83,84,-6,11,-7,-10
353,353,353,353,353,353,353,353,30/04/2018,Tottenham,Watford,2,0,H,1,0,H,13,13,3,5,11,10,4,0,1,0,0,0,1923.65185547,1623.74414062,299.9077148500001,61,39,2018,4,85,83,82,83,78,77,76,77,9,-4,6,6
354,354,354,354,354,354,354,354,04/05/2018,Brighton,Man United,1,0,H,0,0,D,11,16,4,3,5,3,5,6,2,0,0,0,1622.67578125,1899.54077148,-276.8649902300001,32,68,2018,5,74,76,74,75,85,83,81,83,-7,11,-8,-7
355,355,355,355,355,355,355,355,05/05/2018,Bournemouth,Swansea,1,0,H,1,0,H,13,12,5,3,10,10,11,6,1,4,0,0,1655.09692383,1643.49658203,11.600341800000026,46,54,2018,5,76,75,75,76,76,75,74,75,2,1,1,0
356,356,356,356,356,356,356,356,05/05/2018,Everton,Southampton,1,1,D,0,0,D,9,11,3,5,14,12,3,4,2,4,0,1,1712.32800293,1641.6015625,70.72644042999991,53,47,2018,5,77,80,79,79,76,77,75,76,2,-3,3,3
357,357,357,357,357,357,357,357,05/05/2018,Leicester,West Ham,0,2,A,0,1,A,13,13,2,3,8,9,8,3,1,2,0,0,1699.79882812,1641.55175781,58.24707031000002,51,49,2018,5,79,79,76,78,79,76,74,77,5,3,1,3
358,358,358,358,358,358,358,358,05/05/2018,Stoke,Crystal Palace,1,2,A,1,0,H,7,13,2,2,18,12,1,7,5,2,0,0,1625.99121094,1675.81225586,-49.82104492000008,41,59,2018,5,75,76,76,76,79,76,76,76,-1,3,0,0
359,359,359,359,359,359,359,359,05/05/2018,Watford,Newcastle,2,1,H,2,0,H,11,9,8,1,9,11,2,5,2,1,0,0,1619.18762207,1658.4173584,-39.22973632999992,40,60,2018,5,78,77,75,77,76,75,76,75,2,1,2,2
360,360,360,360,360,360,360,360,05/05/2018,West Brom,Tottenham,1,0,H,0,0,D,9,18,1,5,13,12,5,9,4,1,0,0,1613.15332031,1923.32617188,-310.1728515699998,25,75,2018,5,79,75,77,76,85,83,82,83,-3,8,-7,-8
361,361,361,361,361,361,361,361,06/05/2018,Arsenal,Burnley,5,0,H,2,0,H,16,6,8,2,6,7,4,5,0,1,0,0,1822.67578125,1707.19628906,115.47949218999996,63,37,2018,5,84,80,81,82,76,77,78,77,6,-5,5,3
362,362,362,362,362,362,362,362,06/05/2018,Chelsea,Liverpool,1,0,H,1,0,H,12,10,4,5,12,9,3,1,3,2,0,0,1855.75842285,1929.0949707000002,-73.33654785000022,32,68,2018,5,84,86,82,83,85,81,80,81,4,3,2,5
363,363,363,363,363,363,363,363,06/05/2018,Man City,Huddersfield,0,0,D,0,0,D,15,5,2,3,9,4,10,1,0,3,0,0,1977.76403809,1552.7800293,424.98400879,76,24,2018,5,85,87,83,84,75,73,74,74,11,-8,10,14
364,364,364,364,364,364,364,364,08/05/2018,Swansea,Southampton,0,1,A,0,0,D,11,13,3,8,7,15,7,6,2,1,0,0,1637.26916504,1645.14892578,-7.879760739999938,55,45,2018,5,76,75,74,75,76,77,75,76,1,2,-1,-2
365,365,365,365,365,365,365,365,09/05/2018,Chelsea,Huddersfield,1,1,D,0,0,D,22,3,5,2,7,10,9,0,0,1,0,0,1864.09423828,1561.61303711,302.4812011699998,78,22,2018,5,84,86,82,83,75,73,74,74,10,-7,9,13
366,366,366,366,366,366,366,366,09/05/2018,Leicester,Arsenal,3,1,H,1,0,H,19,14,10,7,7,12,6,6,2,2,0,1,1684.09741211,1831.68066406,-147.58325194999995,40,60,2018,5,79,79,76,78,84,80,81,82,-2,8,-4,-1
367,367,367,367,367,367,367,367,09/05/2018,Man City,Brighton,3,1,H,2,1,H,19,6,7,3,5,7,4,3,0,1,0,0,1968.93115234,1636.25598145,332.6751708899999,73,27,2018,5,85,87,83,84,74,76,74,75,11,-9,9,11
368,368,368,368,368,368,368,368,09/05/2018,Tottenham,Newcastle,1,0,H,0,0,D,11,14,7,3,10,8,6,4,2,3,0,0,1909.22167969,1650.79919434,258.42248535,64,36,2018,5,85,83,82,83,76,75,76,75,9,-6,8,8
369,369,369,369,369,369,369,369,10/05/2018,West Ham,Man United,0,0,D,0,0,D,9,16,2,6,12,12,1,6,1,1,0,0,1657.25317383,1885.96069336,-228.70751953000013,43,57,2018,5,79,76,74,77,85,83,81,83,-2,11,-6,-7
370,370,370,370,370,370,370,370,13/05/2018,Burnley,Bournemouth,1,2,A,1,0,H,12,16,4,5,14,9,7,8,0,0,0,0,1698.19140625,1661.32446289,36.86694336000005,51,49,2018,5,76,77,78,77,76,75,75,76,1,-2,1,2
371,371,371,371,371,371,371,371,13/05/2018,Crystal Palace,West Brom,2,0,H,0,0,D,11,7,5,1,10,11,4,2,2,3,0,0,1684.15124512,1627.25769043,56.8935546900002,59,41,2018,5,79,76,76,76,79,75,77,76,2,3,0,1
372,372,372,372,372,372,372,372,13/05/2018,Huddersfield,Arsenal,0,1,A,0,1,A,18,9,3,4,11,7,7,4,1,0,0,0,1569.44335938,1817.52160645,-248.0782470700001,47,53,2018,5,75,73,74,74,84,80,81,82,-6,10,-8,-7
373,373,373,373,373,373,373,373,13/05/2018,Liverpool,Brighton,4,0,H,2,0,H,22,2,11,1,3,6,7,3,0,0,0,0,1920.7590332000002,1634.55102539,286.20800781000025,72,28,2018,5,85,81,80,81,74,76,74,75,11,-6,6,5
374,374,374,374,374,374,374,374,13/05/2018,Man United,Watford,1,0,H,1,0,H,7,7,1,3,6,11,6,5,4,0,0,0,1881.54992676,1626.80578613,254.7441406300001,52,48,2018,5,85,83,81,83,78,77,75,77,10,-3,6,6
375,375,375,375,375,375,375,375,13/05/2018,Newcastle,Chelsea,3,0,H,1,0,H,16,6,6,2,11,10,4,2,0,1,0,0,1648.94812012,1856.26379395,-207.31567382999992,43,57,2018,5,76,75,76,75,84,86,82,83,-6,8,-8,-11
376,376,376,376,376,376,376,376,13/05/2018,Southampton,Man City,0,1,A,0,0,D,8,13,3,2,8,10,1,12,3,1,0,0,1654.63793945,1970.63598633,-315.99804687999995,32,68,2018,5,76,77,75,76,85,87,83,84,-7,10,-8,-10
377,377,377,377,377,377,377,377,13/05/2018,Swansea,Stoke,1,2,A,1,2,A,26,8,11,5,12,9,6,0,1,2,0,0,1627.78015137,1617.65222168,10.1279296900002,56,44,2018,5,76,75,74,75,75,76,76,76,0,1,-1,-1
378,378,378,378,378,378,378,378,13/05/2018,Tottenham,Leicester,5,4,H,1,2,A,14,16,6,9,9,13,4,4,1,2,0,0,1911.07275391,1698.2565917999998,212.81616211000028,62,38,2018,5,85,83,82,83,79,79,76,78,9,-3,5,4
379,379,379,379,379,379,379,379,13/05/2018,West Ham,Everton,3,1,H,1,0,H,15,14,4,7,10,13,6,6,0,1,0,0,1661.6640625,1708.78063965,-47.11657715000001,56,44,2018,5,79,76,74,77,77,80,79,79,0,3,-2,-4
