,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeELORating,AwayELORating,EloGap,HomePossession,AwayPossession,year,month,HomeAttackingRating,HomeMidfieldRating,HomeDefenceRating,HomeOverallRating,AwayAttackingRating,AwayMidfieldRating,AwayDefenceRating,AwayOverallRating,HOMEATTACKVSAWAYDEFENCE,AWAYATTACKVSHOMEDEFENCE,HOMERATINGSVSAWAYRATINGS,HOMEMIDFIELDVSAWAYMIDFIELD
601,601,601,601,601,601,601,601,19/01/2019,Bournemouth,West Ham,2,0,H,0,0,D,10,9,4,1,6,10,2,3,0,1,0,0,1651.49645996,1686.8079834000002,-35.31152344000021,39,61,2019,1,75,76,77,77,80,78,77,79,-2,3,-2,-2
602,602,602,602,602,602,602,602,19/01/2019,Liverpool,Crystal Palace,4,3,H,0,1,A,19,9,9,3,6,8,8,3,0,1,1,0,1948.7277832000002,1658.04943848,290.67834472000027,71,29,2019,1,89,83,81,83,77,78,76,77,13,-4,6,5
603,603,603,603,603,603,603,603,19/01/2019,Man United,Brighton,2,1,H,2,0,H,20,7,5,3,11,11,6,5,1,0,0,0,1865.75842285,1638.11096191,227.64746094,55,45,2019,1,83,84,80,82,76,76,77,76,6,-4,6,8
604,604,604,604,604,604,604,604,19/01/2019,Newcastle,Cardiff,3,0,H,1,0,H,16,9,6,1,11,6,7,10,0,1,0,0,1620.984375,1562.35888672,58.62548827999989,54,47,2019,1,76,74,76,76,73,74,74,73,2,-3,3,0
605,605,605,605,605,605,605,605,19/01/2019,Southampton,Everton,2,1,H,0,0,D,11,7,4,2,12,11,7,6,2,1,0,0,1637.45922852,1694.4699707000002,-57.01074218000032,40,60,2019,1,75,77,73,76,79,79,79,79,-4,6,-3,-2
606,606,606,606,606,606,606,606,19/01/2019,Watford,Burnley,0,0,D,0,0,D,9,11,4,3,14,9,1,7,1,2,0,0,1662.65063477,1623.27648926,39.37414550999984,55,44,2019,1,77,78,77,77,76,76,76,77,1,-1,0,2
607,607,607,607,607,607,607,607,19/01/2019,Wolves,Leicester,4,3,H,2,0,H,12,16,7,6,11,10,5,9,3,3,0,0,1630.32055664,1690.91906738,-60.59851073999993,45,55,2019,1,75,79,76,76,77,77,79,78,-4,1,-2,2
608,608,608,608,608,608,608,608,20/01/2019,Fulham,Tottenham,1,2,A,1,0,H,12,14,4,5,10,8,7,10,2,3,0,0,1565.81982422,1893.27294922,-327.453125,29,71,2019,1,76,76,72,76,87,82,83,83,-7,15,-7,-6
609,609,609,609,609,609,609,609,20/01/2019,Huddersfield,Man City,0,3,A,0,1,A,5,12,2,4,10,9,1,4,2,2,0,0,1515.85290527,1971.39355469,-455.5406494199999,32,66,2019,1,73,74,75,75,86,88,83,85,-10,11,-10,-14
610,610,610,610,610,610,610,610,29/01/2019,Arsenal,Cardiff,2,1,H,0,0,D,15,19,4,2,14,12,4,7,3,3,0,0,1836.93322754,1552.93225098,284.00097656,70,29,2019,1,85,82,80,82,73,74,74,73,11,-7,9,8
611,611,611,611,611,611,611,611,29/01/2019,Fulham,Brighton,4,2,H,0,2,A,24,15,7,6,10,5,10,1,2,3,0,0,1563.4901123,1635.76550293,-72.27539062999995,61,39,2019,1,76,76,72,76,76,76,77,76,-1,4,0,0
612,612,612,612,612,612,612,612,29/01/2019,Huddersfield,Everton,0,1,A,0,1,A,10,10,2,5,13,10,3,4,1,4,0,1,1513.86560059,1686.31665039,-172.45104979999996,58,41,2019,1,73,74,75,75,79,79,79,79,-6,4,-4,-5
613,613,613,613,613,613,613,613,29/01/2019,Man United,Burnley,2,2,D,0,0,D,28,6,9,4,10,9,11,3,1,3,0,0,1868.10388184,1625.9029541,242.20092774,73,27,2019,1,83,84,80,82,76,76,76,77,7,-4,5,8
614,614,614,614,614,614,614,614,29/01/2019,Newcastle,Man City,2,1,H,0,1,A,6,12,2,4,9,7,1,8,2,3,0,0,1630.41101074,1973.38098145,-342.9699707100001,24,76,2019,1,76,74,76,76,86,88,83,85,-7,10,-9,-14
615,615,615,615,615,615,615,615,29/01/2019,Wolves,West Ham,3,0,H,0,0,D,20,4,9,0,8,10,5,1,4,1,0,0,1638.609375,1676.40905762,-37.79968262000011,54,46,2019,1,75,79,76,76,80,78,77,79,-2,4,-3,1
616,616,616,616,616,616,616,616,30/01/2019,Bournemouth,Chelsea,4,0,H,0,0,D,12,11,7,7,8,6,3,7,1,0,0,0,1661.89538574,1844.34533691,-182.44995117000008,32,68,2019,1,75,76,77,77,85,83,82,83,-7,8,-6,-7
617,617,617,617,617,617,617,617,30/01/2019,Liverpool,Leicester,1,1,D,1,1,D,10,5,3,2,13,6,7,1,1,3,0,0,1950.35314941,1682.63024902,267.72290038999995,71,29,2019,1,89,83,81,83,77,77,79,78,10,-4,5,6
618,618,618,618,618,618,618,618,30/01/2019,Southampton,Crystal Palace,1,1,D,0,1,A,13,15,4,3,11,8,3,8,2,2,0,1,1645.61254883,1656.4239502,-10.811401370000114,59,41,2019,1,75,77,73,76,77,78,76,77,-1,4,-1,-1
619,619,619,619,619,619,619,619,30/01/2019,Tottenham,Watford,2,1,H,0,1,A,17,9,3,1,6,9,9,5,0,4,0,0,1895.60266113,1660.02416992,235.5784912099998,67,32,2019,1,87,82,83,83,77,78,77,77,10,-6,6,4
620,620,620,620,620,620,620,620,02/02/2019,Brighton,Watford,0,0,D,0,0,D,21,5,4,0,15,10,7,0,1,0,0,0,1623.67749023,1657.92126465,-34.24377441999991,54,45,2019,2,76,76,77,76,77,78,77,77,-1,0,-1,-2
621,621,621,621,621,621,621,621,02/02/2019,Burnley,Southampton,1,1,D,0,0,D,15,10,6,4,10,9,4,2,3,1,0,0,1632.86022949,1644.25805664,-11.397827150000012,55,45,2019,2,76,76,76,77,75,77,73,76,3,-1,1,-1
622,622,622,622,622,622,622,622,02/02/2019,Cardiff,Bournemouth,2,0,H,1,0,H,12,9,5,2,17,14,6,7,1,2,0,0,1551.29821777,1684.38256836,-133.08435059,27,73,2019,2,73,74,74,73,75,76,77,77,-4,1,-4,-2
623,623,623,623,623,623,623,623,02/02/2019,Chelsea,Huddersfield,5,0,H,2,0,H,23,5,7,2,8,5,11,2,0,0,0,0,1821.8581542999998,1508.66589355,313.19226074999983,64,35,2019,2,85,83,82,83,73,74,75,75,10,-9,8,9
624,624,624,624,624,624,624,624,02/02/2019,Crystal Palace,Fulham,2,0,H,1,0,H,17,8,6,0,9,12,11,1,2,3,0,0,1657.77856445,1575.57824707,82.2003173799999,38,62,2019,2,77,78,76,77,76,76,72,76,5,0,1,2
625,625,625,625,625,625,625,625,02/02/2019,Everton,Wolves,1,3,A,1,2,A,13,8,4,4,12,14,3,1,3,1,0,0,1691.51623535,1651.66015625,39.85607909999999,65,35,2019,2,79,79,79,79,75,79,76,76,3,-4,3,0
626,626,626,626,626,626,626,626,02/02/2019,Tottenham,Newcastle,1,0,H,0,0,D,21,8,4,2,6,6,6,3,0,1,0,0,1897.70556641,1644.98535156,252.72021485000005,72,28,2019,2,87,82,83,83,76,74,76,76,11,-7,7,8
627,627,627,627,627,627,627,627,03/02/2019,Leicester,Man United,0,1,A,0,1,A,17,10,6,6,14,9,7,2,4,4,0,0,1689.97314453,1861.14672852,-171.17358399,43,57,2019,2,77,77,79,78,83,84,80,82,-3,4,-4,-7
628,628,628,628,628,628,628,628,03/02/2019,Man City,Arsenal,3,1,H,2,1,H,19,4,12,2,11,8,4,2,1,1,0,0,1958.80664062,1838.56713867,120.23950194999998,59,41,2019,2,86,88,83,85,85,82,80,82,6,2,3,6
629,629,629,629,629,629,629,629,04/02/2019,West Ham,Liverpool,1,1,D,1,1,D,13,11,2,6,9,11,2,5,1,1,0,0,1663.35827637,1943.01025391,-279.65197754,27,73,2019,2,80,78,77,79,89,83,81,83,-1,12,-4,-5
630,630,630,630,630,630,630,630,06/02/2019,Everton,Man City,0,2,A,0,1,A,4,15,1,4,12,6,5,6,1,1,0,0,1676.35119629,1964.00402832,-287.6528320300001,39,61,2019,2,79,79,79,79,86,88,83,85,-4,7,-6,-9
631,631,631,631,631,631,631,631,09/02/2019,Brighton,Burnley,1,3,A,0,1,A,16,9,6,5,8,7,9,3,1,1,0,0,1622.95800781,1631.49060059,-8.532592779999959,67,33,2019,2,76,76,77,76,76,76,76,77,0,-1,-1,0
632,632,632,632,632,632,632,632,09/02/2019,Crystal Palace,West Ham,1,1,D,0,1,A,25,6,5,4,12,9,10,4,3,0,0,0,1664.38635254,1668.92687988,-4.540527339999925,57,43,2019,2,77,78,76,77,80,78,77,79,0,4,-2,0
633,633,633,633,633,633,633,633,09/02/2019,Fulham,Man United,0,3,A,0,2,A,15,15,3,7,14,9,5,4,3,2,0,0,1568.97033691,1866.41967773,-297.4493408200001,51,49,2019,2,76,76,72,76,83,84,80,82,-4,11,-6,-8
634,634,634,634,634,634,634,634,09/02/2019,Huddersfield,Arsenal,1,2,A,0,2,A,15,9,6,4,17,12,5,0,3,2,0,0,1505.43286133,1833.36975098,-327.93688965,55,44,2019,2,73,74,75,75,85,82,80,82,-7,10,-7,-8
635,635,635,635,635,635,635,635,09/02/2019,Liverpool,Bournemouth,3,0,H,2,0,H,20,12,9,2,14,6,8,5,2,2,0,0,1937.44152832,1670.29943848,267.1420898400001,66,34,2019,2,89,83,81,83,75,76,77,77,12,-6,6,7
636,636,636,636,636,636,636,636,09/02/2019,Southampton,Cardiff,1,2,A,0,0,D,14,6,7,3,15,12,8,2,3,3,0,0,1645.62756348,1565.38134766,80.24621581999986,67,33,2019,2,75,77,73,76,73,74,74,73,1,0,3,3
637,637,637,637,637,637,637,637,09/02/2019,Watford,Everton,1,0,H,0,0,D,7,9,2,4,21,10,8,2,2,0,0,1,1658.64074707,1672.21081543,-13.570068359999823,44,55,2019,2,77,78,77,77,79,79,79,79,-2,2,-2,-1
638,638,638,638,638,638,638,638,10/02/2019,Man City,Chelsea,6,0,H,4,0,H,15,12,9,4,9,13,2,2,1,2,0,0,1968.14453125,1825.09118652,143.05334472999994,56,44,2019,2,86,88,83,85,85,83,82,83,4,2,2,5
639,639,639,639,639,639,639,639,10/02/2019,Tottenham,Leicester,3,1,H,1,0,H,12,20,5,9,11,4,2,9,3,1,0,0,1899.66650391,1684.70019531,214.96630860000005,52,48,2019,2,87,82,83,83,77,77,79,78,8,-6,5,5
640,640,640,640,640,640,640,640,11/02/2019,Wolves,Newcastle,1,1,D,0,0,D,22,9,6,3,7,9,13,1,1,3,0,0,1666.82519531,1643.02441406,23.80078125,59,41,2019,2,75,79,76,76,76,74,76,76,-1,0,0,5
641,641,641,641,641,641,641,641,22/02/2019,Cardiff,Watford,1,5,A,0,1,A,15,12,6,7,10,11,3,3,1,2,0,0,1579.0357666,1667.27001953,-88.23425292999991,35,65,2019,2,73,74,74,73,77,78,77,77,-4,3,-4,-4
642,642,642,642,642,642,642,642,22/02/2019,West Ham,Fulham,3,1,H,2,1,H,21,8,7,5,11,11,12,0,1,1,0,0,1672.43945312,1565.9543457,106.48510742000008,55,45,2019,2,80,78,77,79,76,76,72,76,8,-1,3,2
643,643,643,643,643,643,643,643,23/02/2019,Bournemouth,Wolves,1,1,D,1,0,H,10,10,3,2,10,15,9,8,4,5,0,0,1669.24499512,1666.36584473,2.879150390000177,45,56,2019,2,75,76,77,77,75,79,76,76,-1,-2,1,-3
644,644,644,644,644,644,644,644,23/02/2019,Burnley,Tottenham,2,1,H,0,0,D,10,17,4,6,9,12,7,6,1,3,0,0,1646.86682129,1916.77685547,-269.91003418000014,31,69,2019,2,76,76,76,77,87,82,83,83,-7,11,-6,-6
645,645,645,645,645,645,645,645,23/02/2019,Leicester,Crystal Palace,1,4,A,0,1,A,27,7,5,5,7,14,8,3,2,1,0,0,1683.24316406,1664.65856934,18.584594720000037,63,37,2019,2,77,77,79,78,77,78,76,77,1,-2,1,-1
646,646,646,646,646,646,646,646,23/02/2019,Newcastle,Huddersfield,2,0,H,0,0,D,29,3,12,1,11,7,12,0,2,0,0,1,1647.26855469,1504.86376953,142.4047851600001,54,46,2019,2,76,74,76,76,73,74,75,75,1,-3,1,0
647,647,647,647,647,647,647,647,24/02/2019,Arsenal,Southampton,2,0,H,2,0,H,12,10,4,4,7,14,6,4,0,0,0,0,1839.54003906,1635.75793457,203.78210449,62,38,2019,2,85,82,80,82,75,77,73,76,12,-5,6,5
648,648,648,648,648,648,648,648,24/02/2019,Man United,Liverpool,0,0,D,0,0,D,6,7,3,1,15,17,3,7,1,3,0,0,1860.68115234,1940.45117188,-79.77001954000002,36,64,2019,2,83,84,80,82,89,83,81,83,2,9,-1,1
649,649,649,649,649,649,649,649,26/02/2019,Cardiff,Everton,0,3,A,0,1,A,6,12,0,4,12,12,3,4,3,1,0,0,1564.40698242,1667.36621094,-102.95922851999993,33,67,2019,2,73,74,74,73,79,79,79,79,-6,5,-6,-5
650,650,650,650,650,650,650,650,26/02/2019,Huddersfield,Wolves,1,0,H,0,0,D,15,7,3,0,10,10,3,5,2,2,0,0,1499.69030762,1668.09521484,-168.4049072199998,50,51,2019,2,73,74,75,75,75,79,76,76,-3,0,-1,-5
651,651,651,651,651,651,651,651,26/02/2019,Leicester,Brighton,2,1,H,1,0,H,19,15,3,3,6,4,4,8,1,1,0,0,1666.01647949,1611.36633301,54.65014647999988,49,51,2019,2,77,77,79,78,76,76,77,76,0,-3,2,1
652,652,652,652,652,652,652,652,26/02/2019,Newcastle,Burnley,2,0,H,2,0,H,12,12,3,2,8,8,4,7,1,3,0,0,1652.44189453,1660.06774902,-7.625854490000164,56,44,2019,2,76,74,76,76,76,76,76,77,0,0,-1,-2
653,653,653,653,653,653,653,653,27/02/2019,Arsenal,Bournemouth,5,1,H,2,1,H,16,13,6,5,11,9,9,4,2,2,0,0,1843.08105469,1667.515625,175.56542968999997,64,35,2019,2,85,82,80,82,75,76,77,77,8,-5,5,6
654,654,654,654,654,654,654,654,27/02/2019,Chelsea,Tottenham,2,0,H,0,0,D,11,9,1,0,7,14,2,2,1,1,0,0,1823.08398438,1903.5760498,-80.49206542000002,47,53,2019,2,85,83,82,83,87,82,83,83,2,5,0,1
655,655,655,655,655,655,655,655,27/02/2019,Crystal Palace,Man United,1,3,A,0,1,A,17,13,2,4,8,9,5,6,2,3,0,0,1681.88513184,1861.29858398,-179.41345214000012,46,54,2019,2,77,78,76,77,83,84,80,82,-3,7,-5,-6
656,656,656,656,656,656,656,656,27/02/2019,Liverpool,Watford,5,0,H,2,0,H,19,5,10,3,5,7,6,4,0,2,0,0,1939.83374023,1681.89868164,257.9350585900001,60,38,2019,2,89,83,81,83,77,78,77,77,12,-4,6,5
657,657,657,657,657,657,657,657,27/02/2019,Man City,West Ham,1,0,H,0,0,D,20,2,7,1,2,6,12,2,0,2,0,0,1980.54992676,1678.18737793,302.3625488300001,75,25,2019,2,86,88,83,85,80,78,77,79,9,-3,6,10
658,658,658,658,658,658,658,658,27/02/2019,Southampton,Fulham,2,0,H,2,0,H,14,14,4,4,15,13,7,4,0,1,0,0,1632.21691895,1560.2064209,72.01049805000002,42,58,2019,2,75,77,73,76,76,76,72,76,3,3,0,1
659,659,659,659,659,659,659,659,02/03/2019,Bournemouth,Man City,0,1,A,0,0,D,0,23,0,7,7,7,0,14,1,2,0,0,1661.96228027,1981.9498290999998,-319.9875488299997,18,80,2019,3,79,76,75,77,86,88,83,85,-4,11,-8,-12
660,660,660,660,660,660,660,660,02/03/2019,Brighton,Huddersfield,1,0,H,0,0,D,13,6,4,4,11,6,6,3,2,2,0,0,1606.05578613,1510.68164062,95.37414550999985,54,47,2019,3,76,76,76,76,71,74,75,74,1,-5,2,2
661,661,661,661,661,661,661,661,02/03/2019,Burnley,Crystal Palace,1,3,A,0,1,A,18,10,4,4,9,9,8,5,1,2,0,0,1650.35925293,1674.5847168,-24.22546387000011,59,41,2019,3,77,76,76,77,79,76,77,77,0,3,0,0
662,662,662,662,662,662,662,662,02/03/2019,Man United,Southampton,3,2,H,0,1,A,16,6,6,3,7,10,9,7,2,1,0,0,1868.59899902,1639.0871582,229.5118408200001,63,37,2019,3,83,83,80,83,76,77,73,76,10,-4,7,6
663,663,663,663,663,663,663,663,02/03/2019,Tottenham,Arsenal,1,1,D,0,1,A,10,9,3,4,15,14,3,4,3,2,0,1,1891.47558594,1848.63439941,42.84118652999996,60,40,2019,3,88,82,83,83,86,81,79,82,9,3,1,1
664,664,664,664,664,664,664,664,02/03/2019,West Ham,Newcastle,2,0,H,2,0,H,10,17,4,2,8,14,1,6,3,4,0,0,1676.78747559,1662.15039062,14.63708496999993,56,44,2019,3,80,78,77,79,76,76,76,76,4,-1,3,2
665,665,665,665,665,665,665,665,02/03/2019,Wolves,Cardiff,2,0,H,2,0,H,13,12,6,4,11,6,7,8,1,2,0,0,1657.10400391,1552.38427734,104.71972657000015,56,44,2019,3,75,79,76,77,73,74,72,73,3,-3,4,5
666,666,666,666,666,666,666,666,03/03/2019,Everton,Liverpool,0,0,D,0,0,D,7,10,3,3,12,10,3,7,1,2,0,0,1679.38891602,1943.95910645,-264.57019043000014,43,57,2019,3,76,80,79,79,85,82,82,83,-6,6,-4,-2
667,667,667,667,667,667,667,667,03/03/2019,Fulham,Chelsea,1,2,A,1,2,A,12,20,5,7,11,10,5,4,2,1,0,0,1553.33605957,1835.18432617,-281.8482666000001,37,63,2019,3,76,76,72,75,85,83,82,83,-6,13,-8,-7
668,668,668,668,668,668,668,668,03/03/2019,Watford,Leicester,2,1,H,1,0,H,6,14,5,2,15,12,1,5,5,1,0,0,1677.7734375,1671.32702637,6.446411129999888,39,60,2019,3,77,78,77,77,77,78,78,77,-1,0,0,0
669,669,669,669,669,669,669,669,09/03/2019,Cardiff,West Ham,2,0,H,1,0,H,16,9,7,2,7,12,7,5,2,1,0,0,1553.19067383,1692.04943848,-138.85876465,29,69,2019,3,73,74,72,73,80,78,77,79,-4,8,-6,-4
670,670,670,670,670,670,670,670,09/03/2019,Crystal Palace,Brighton,1,2,A,0,1,A,15,4,3,3,8,18,8,0,1,5,0,0,1694.13745117,1617.11047363,77.02697754000019,62,38,2019,3,79,76,77,77,76,76,76,76,3,-1,1,0
671,671,671,671,671,671,671,671,09/03/2019,Huddersfield,Bournemouth,0,2,A,0,1,A,8,8,1,5,14,9,6,5,3,1,0,0,1512.89794922,1666.13635254,-153.23840331999986,57,44,2019,3,71,74,75,74,79,76,75,77,-4,4,-3,-2
672,672,672,672,672,672,672,672,09/03/2019,Leicester,Fulham,3,1,H,1,0,H,18,6,8,3,9,13,6,5,0,2,0,0,1671.82958984,1556.81079102,115.01879882000004,52,48,2019,3,77,78,78,77,76,76,72,75,5,-2,2,2
673,673,673,673,673,673,673,673,09/03/2019,Man City,Watford,3,1,H,0,0,D,19,2,9,1,11,7,9,1,1,1,0,0,1991.046875,1690.54187012,300.5050048799999,71,29,2019,3,86,88,83,85,77,78,77,77,9,-6,8,10
674,674,674,674,674,674,674,674,09/03/2019,Newcastle,Everton,3,2,H,0,2,A,19,7,7,3,13,10,8,2,3,1,0,0,1660.15942383,1691.16760254,-31.00817871000004,45,55,2019,3,76,76,76,76,76,80,79,79,-3,0,-3,-4
675,675,675,675,675,675,675,675,09/03/2019,Southampton,Tottenham,2,1,H,0,1,A,12,16,4,5,16,9,1,10,4,2,0,0,1643.53881836,1899.64831543,-256.10949706999986,38,62,2019,3,76,77,73,76,88,82,83,83,-7,15,-7,-5
676,676,676,676,676,676,676,676,10/03/2019,Arsenal,Man United,2,0,H,1,0,H,14,14,3,4,12,18,5,2,2,2,0,0,1846.47473145,1898.84448242,-52.36975097000004,46,54,2019,3,86,81,79,82,83,83,80,83,6,4,-1,-2
677,677,677,677,677,677,677,677,10/03/2019,Chelsea,Wolves,1,1,D,0,0,D,22,2,6,1,8,14,13,0,1,4,0,0,1851.33813477,1669.56860352,181.76953125,77,23,2019,3,85,83,82,83,75,79,76,77,9,-7,6,4
678,678,678,678,678,678,678,678,10/03/2019,Liverpool,Burnley,4,2,H,2,1,H,23,3,5,2,4,7,7,3,2,0,0,0,1945.45141602,1644.07751465,301.3739013699999,67,33,2019,3,85,82,82,83,77,76,76,77,9,-5,6,6
679,679,679,679,679,679,679,679,16/03/2019,Bournemouth,Newcastle,2,2,D,0,1,A,10,12,3,4,9,12,6,6,3,2,0,0,1686.61486816,1679.46875,7.1461181600000145,49,52,2019,3,79,76,75,77,76,76,76,76,3,1,1,0
680,680,680,680,680,680,680,680,16/03/2019,Burnley,Leicester,1,2,A,1,1,D,13,9,2,4,9,10,9,3,1,1,0,1,1654.26159668,1689.2833252,-35.021728520000124,62,38,2019,3,77,76,76,77,77,78,78,77,-1,1,0,-2
681,681,681,681,681,681,681,681,16/03/2019,West Ham,Huddersfield,4,3,H,1,2,A,16,15,5,5,7,15,5,8,0,2,0,0,1690.20910645,1516.79492188,173.4141845700001,65,36,2019,3,80,78,77,79,71,74,75,74,5,-6,5,4
682,682,682,682,682,682,682,682,17/03/2019,Everton,Chelsea,2,0,H,0,0,D,15,16,8,5,17,9,3,4,1,2,0,0,1696.23364258,1862.4074707000002,-166.17382812000028,33,67,2019,3,76,80,79,79,85,83,82,83,-6,6,-4,-3
683,683,683,683,683,683,683,683,17/03/2019,Fulham,Liverpool,1,2,A,0,1,A,7,16,2,6,11,7,1,10,2,1,0,0,1563.73254395,1976.72216797,-412.98962402000006,38,62,2019,3,76,76,72,75,85,82,82,83,-6,13,-8,-6
684,684,684,684,684,684,684,684,30/03/2019,Brighton,Southampton,0,1,A,0,0,D,14,8,1,2,8,10,6,5,1,2,0,0,1641.13500977,1668.47497559,-27.339965820000092,59,41,2019,3,76,76,76,76,76,77,73,76,3,0,0,-1
685,685,685,685,685,685,685,685,30/03/2019,Burnley,Wolves,2,0,H,1,0,H,5,8,1,1,12,10,1,5,1,1,0,0,1645.51159668,1687.94445801,-42.43286133000015,37,63,2019,3,77,76,76,77,75,79,76,77,1,-1,0,-3
686,686,686,686,686,686,686,686,30/03/2019,Crystal Palace,Huddersfield,2,0,H,0,0,D,19,15,5,5,10,7,5,5,0,0,0,0,1694.48840332,1513.86999512,180.6184082,49,52,2019,3,79,76,77,77,71,74,75,74,4,-6,3,2
687,687,687,687,687,687,687,687,30/03/2019,Fulham,Man City,0,2,A,0,2,A,5,24,0,7,4,12,0,11,2,0,0,0,1562.23254395,2006.79492188,-444.5623779299999,35,65,2019,3,76,76,72,75,86,88,83,85,-7,14,-10,-12
688,688,688,688,688,688,688,688,30/03/2019,Leicester,Bournemouth,2,0,H,1,0,H,18,8,4,2,6,12,6,1,0,2,0,0,1698.0333252,1684.5447998,13.488525400000071,59,41,2019,3,77,78,78,77,79,76,75,77,2,1,0,2
689,689,689,689,689,689,689,689,30/03/2019,Man United,Watford,2,1,H,1,0,H,8,20,5,8,14,9,3,5,1,2,0,0,1900.41430664,1700.78039551,199.63391112999992,51,49,2019,3,83,83,80,83,77,78,77,77,6,-3,6,5
690,690,690,690,690,690,690,690,30/03/2019,West Ham,Everton,0,2,A,0,2,A,3,17,1,9,7,14,4,9,1,1,0,0,1693.1340332000002,1711.15991211,-18.025878909999847,49,51,2019,3,80,78,77,79,76,80,79,79,1,-1,0,-2
691,691,691,691,691,691,691,691,31/03/2019,Cardiff,Chelsea,1,2,A,0,0,D,8,21,3,3,8,14,2,7,2,3,0,0,1579.40649414,1847.48120117,-268.07470703000007,29,70,2019,3,73,74,72,73,85,83,82,83,-9,13,-10,-9
692,692,692,692,692,692,692,692,31/03/2019,Liverpool,Tottenham,2,1,H,1,0,H,14,11,3,2,5,8,10,3,0,1,0,0,1978.22216797,1899.08752441,79.1346435600001,49,51,2019,3,85,82,82,83,88,82,83,83,2,6,0,0
693,693,693,693,693,693,693,693,01/04/2019,Arsenal,Newcastle,2,0,H,1,0,H,7,3,4,1,11,10,6,2,2,0,0,0,1883.62976074,1681.53881836,202.09094237999992,70,30,2019,4,86,81,80,82,78,76,76,77,10,-2,5,5
694,694,694,694,694,694,694,694,02/04/2019,Watford,Fulham,4,1,H,1,1,D,15,17,7,7,12,5,6,4,3,2,0,0,1698.29589844,1560.5020752,137.79382323999994,47,53,2019,4,78,78,77,77,78,76,72,75,6,1,2,2
695,695,695,695,695,695,695,695,02/04/2019,Wolves,Man United,2,1,H,1,1,D,9,18,2,4,5,11,3,5,1,2,0,1,1677.38195801,1902.89880371,-225.5168457,49,51,2019,4,75,80,76,77,83,83,80,82,-5,7,-5,-3
696,696,696,696,696,696,696,696,03/04/2019,Chelsea,Brighton,3,0,H,1,0,H,17,3,4,1,5,9,7,1,0,0,0,0,1850.9407959000002,1632.02026367,218.92053223000016,67,33,2019,4,85,83,82,83,76,77,76,76,9,-6,7,6
697,697,697,697,697,697,697,697,03/04/2019,Man City,Cardiff,2,0,H,2,0,H,27,4,11,1,3,17,7,4,0,3,0,0,2008.52539062,1575.94689941,432.57849121,79,21,2019,4,86,88,83,85,73,73,72,73,14,-10,12,15
698,698,698,698,698,698,698,698,03/04/2019,Tottenham,Crystal Palace,2,0,H,0,0,D,26,5,10,1,8,5,8,2,1,0,0,0,1894.51794434,1698.46166992,196.05627442,66,34,2019,4,88,82,83,83,79,77,76,77,12,-4,6,5
699,699,699,699,699,699,699,699,05/04/2019,Southampton,Liverpool,1,3,A,1,1,D,11,17,1,5,8,7,7,5,2,4,0,0,1677.58972168,1982.79174805,-305.2020263700001,33,67,2019,4,76,77,73,76,86,82,82,83,-6,13,-7,-5
700,700,700,700,700,700,700,700,06/04/2019,Bournemouth,Burnley,1,3,A,1,2,A,10,11,2,3,12,16,3,6,2,3,0,0,1676.22290039,1656.07409668,20.14880371000004,60,40,2019,4,79,76,76,77,77,75,77,77,2,1,0,1
701,701,701,701,701,701,701,701,06/04/2019,Huddersfield,Leicester,1,4,A,0,1,A,10,18,4,9,13,11,8,5,3,0,0,0,1509.89660645,1706.35510254,-196.45849608999995,45,55,2019,4,71,74,75,74,77,78,78,78,-7,2,-4,-4
702,702,702,702,702,702,702,702,06/04/2019,Newcastle,Crystal Palace,0,1,A,0,0,D,18,3,5,1,12,13,9,4,1,2,0,0,1678.06567383,1694.91552734,-16.849853510000006,54,46,2019,4,78,76,76,77,79,77,76,77,2,3,0,-1
703,703,703,703,703,703,703,703,07/04/2019,Everton,Arsenal,1,0,H,1,0,H,23,7,6,2,8,9,9,6,1,4,0,0,1724.18920898,1887.10290527,-162.91369628999996,44,56,2019,4,76,80,79,79,86,81,80,82,-4,7,-3,-1
704,704,704,704,704,704,704,704,08/04/2019,Chelsea,West Ham,2,0,H,1,0,H,16,9,7,2,8,7,7,4,2,1,0,0,1854.84484863,1680.10461426,174.74023436999985,54,46,2019,4,85,83,82,83,80,78,77,79,8,-2,4,5
705,705,705,705,705,705,705,705,12/04/2019,Leicester,Newcastle,0,1,A,0,1,A,12,11,5,5,6,10,2,3,2,3,0,0,1718.81665039,1672.49560547,46.32104491999985,71,29,2019,4,77,78,78,78,78,76,76,77,1,0,1,2
706,706,706,706,706,706,706,706,13/04/2019,Brighton,Bournemouth,0,5,A,0,1,A,8,14,1,7,10,6,4,1,2,4,1,0,1632.02111816,1665.44799805,-33.42687989000001,51,50,2019,4,76,77,76,76,79,76,76,77,0,3,-1,1
707,707,707,707,707,707,707,707,13/04/2019,Burnley,Cardiff,2,0,H,1,0,H,14,14,7,2,7,10,8,4,2,3,0,0,1674.65893555,1578.95019531,95.70874024,48,53,2019,4,77,75,77,77,73,73,72,73,5,-4,4,2
